H1,אָב
H8589,תַּעֲנִית
H8590,תַּעֲנָךְ
H8591,תָּעַע
H8592,תַּעֲצֻמָה
H8593,תַּעַר
H8594,תַּעֲרֻבָה
H8595,תַּעְתֻּעַ
H8596,תֹּף
H8597,תִּפאָרָה
H8598,תַּפּוּחַ
H8599,תַּפּוּחַ
H8600,תְּפוֹצָה
H8601,תֻּפִין
H8602,תָּפֵל
H8603,תֹּפֶל
H8604,תִּפלָה
H8605,תְּפִלָּה
H8606,תִּפלֶצֶת
H8607,תִּפסחַ
H8608,תָּפַף
H8609,תָּפַר
H8610,תָּפַשׂ
H8611,תֹּפֶת
H8612,תֹּפֶת
H8613,תָּפְתֶּה
H8614,תִּפְתַּי
H8615,תִּקוָה
H8616,תִּקוָה
H8617,תְּקוּמָה
H8618,תְּקוֹמֵם
H8619,תָּקוַֹע
H8620,תְּקוַֹע
H8621,תְּקוֹעִי
H8622,תְּקוּפָה
H8623,תַּקִּיף
H8624,תַּקִּיף
H8625,תְּקַל
H8626,תָּקַן
H8627,תְּקַן
H8628,תָּקַע
H8629,תֵּקַע
H8630,תָּקַף
H8631,תְּקֵף
H8632,תְּקֹף
H8633,תֹּקֶף
H8634,תַּראֲלָה
H8635,תַּרְבּוּת
H8636,תַּרבִּית
H8637,תִּרגַּל
H8638,תִּרגַּם
H8639,תַּרדֵּמָה
H8640,תִּרהָקָה
H8641,תְּרוּמָה
H8642,תְּרוּמִיָה
H8643,תְּרוּעָה
H8644,תְּרוּפָה
H8645,תִּרזָה
H8646,תֶּרחַ
H8647,תִּרחֲנָה
H8648,תְּרֵין
H8649,תָּרְמָה
H8650,תֹּרֶן
H8651,תְּרַע
H8652,תָּרָע
H8653,תַּרעֵלָה
H8654,תִּרעָתִי
H8655,תְּרָפִים
H8656,תִּרצָה
H8657,תֶּרֶשׁ
H8658,תַּרשִׁישׁ
H8659,תַּרשִׁישׁ
H8660,תִּרשָׁתָא
H8661,תַּרְתָּן
H8662,תַּרְתָּק
H8663,תְּשֻׁאָה
H8664,תִּשׁבִּי
H8665,תַּשׁבֵּץ
H8666,תְּשׁוּבָה
H8667,תְּשׂוּמֶת
H8668,תְּשׁוּעָה
H8669,תְּשׁוּקָה
H8670,תְּשׁוּרָה
H8671,תְּשִׁיעִי
H8672,תֵּשַׁע
H8673,תִּשׁעִים
H8674,תַּתְּנַי
G1,α
G2,Ἀαρών
G3,Ἀβαδδών
G4,ἀβαρής
G5,Ἀββᾶ
G6,Ἄβελ
G7,Ἀβιά
G8,Ἀβιάθαρ
G9,Ἀβιληνή
G10,Ἀβιούδ
G11,Ἀβραάμ
G12,ἄβυσσος
G13,Ἄγαβος
G14,ἀγαθοεργέω
G15,ἀγαθοποιέω
G16,ἀγαθοποιΐα
G17,ἀγαθοποιός
G18,ἀγαθός
G19,ἀγαθωσύνη
G20,ἀγαλλίασις
G21,ἀγαλλιάω
G22,ἄγαμος
G23,ἀγανακτέω
G24,ἀγανάκτησις
G25,ἀγαπάω
G26,ἀγάπη
G27,ἀγαπητός
G28,Ἄγαρ
G29,ἀγγαρεύω
G30,ἀγγεῖον
G31,ἀγγελία
G32,ἄγγελος
G33,ἄγε
G34,ἀγέλη
G35,ἀγενεαλόγητος
G36,ἀγενής
G37,ἁγιάζω
G38,ἁγιασμός
G39,ἅγιον
G40,ἅγιος
G41,ἁγιότης
G42,ἁγιωσύνη
G43,ἀγκάλη
G44,ἄγκιστρον
G45,ἄγκυρα
G46,ἄγναφος
G47,ἁγνεία
G48,ἁγνίζω
G49,ἁγνισμός
G50,ἀγνοέω
G51,ἀγνόημα
G52,ἄγνοια
G53,ἁγνός
G54,ἁγνότης
G55,ἁγνῶς
G56,ἀγνωσία
G57,ἄγνωστος
G58,ἀγορά
G59,ἀγοράζω
G60,ἀγοραῖος
G61,ἄγρα
G62,ἀγράμματος
G63,ἀγραυλέω
G64,ἀγρεύω
G65,ἀγριέλαιος
G66,ἄγριος
G67,Ἀγρίππας
G68,ἀγρός
G69,ἀγρυπνέω
G70,ἀγρυπνία
G71,ἄγω
G72,ἀγωγή
G73,ἀγών
G74,ἀγωνία
G75,ἀγωνίζομαι
G76,Ἀδάμ
G77,ἀδάπανος
G78,Ἀδδί
G79,ἀδελφή
G80,ἀδελφός
G81,ἀδελφότης
G82,ἄδηλος
G83,ἀδηλότης
G84,ἀδήλως
G85,ἀδημονέω
G86,ᾅδης
G87,ἀδιάκριτος
G88,ἀδιάλειπτος
G89,ἀδιαλείπτως
G90,ἀδιαφθορία
G91,ἀδικέω
G92,ἀδίκημα
G93,ἀδικία
G94,ἄδικος
G95,ἀδίκως
G96,ἀδόκιμος
G97,ἄδολος
G98,Ἀδραμυττηνός
G99,Ἀδρίας
G100,ἁδρότης
G101,ἀδυνατέω
G102,ἀδύνατος
G103,ᾄδω
G104,ἀεί
G105,ἀετός
G106,ἄζυμος
G107,Ἀζώρ
G108,Ἄζωτος
G109,ἀήρ
G110,ἀθανασία
G111,ἀθέμιτος
G112,ἄθεος
G113,ἄθεσμος
G114,ἀθετέω
G115,ἀθέτησις
G116,Ἀθῆναι
G117,Ἀθηναῖος
G118,ἀθλέω
G119,ἄθλησις
G120,ἀθυμέω
G121,ἄθωος
G122,αἴγεος
G123,αἰγιαλός
G124,Αἰγύπτιος
G125,Αἴγυπτος
G126,ἀΐδιος
G127,αἰδώς
G128,Αἰθίοψ
G129,αἷμα
G130,αἱματεκχυσία
G131,αἱμορῥέω
G132,Αἰνέας
G133,αἴνεσις
G134,αἰνέω
G135,αἴνιγμα
G136,αἶνος
G137,Αἰνών
G138,αἱρέομαι
G139,αἵρεσις
G140,αἱρετίζω
G141,αἱρετικός
G142,αἴρω
G143,αἰσθάνομαι
G144,αἴσθησις
G145,αἰσθητήριον
G146,αἰσχροκερδής
G147,αἰσχροκερδῶς
G148,αἰσχρολογία
G149,αἰσχρόν
G150,αἰσχρός
G151,αἰσχρότης
G152,αἰσχύνη
G153,αἰσχύνομαι
G154,αἰτέω
G155,αἴτημα
G156,αἰτία
G157,αἰτίαμα
G158,αἴτιον
G159,αἴτιος
G160,αἰφνίδιος
G161,αἰχμαλωσία
G162,αἰχμαλωτεύω
G163,αἰχμαλωτίζω
G164,αἰχμαλωτός
G165,αἰών
G166,αἰώνιος
G167,ἀκαθαρσία
G168,ἀκαθάρτης
G169,ἀκάθαρτος
G170,ἀκαιρέομαι
G171,ἀκαίρως
G172,ἄκακος
G173,ἄκανθα
G174,ἀκάνθινος
G175,ἄκαρπος
G176,ἀκατάγνωστος
G177,ἀκατακάλυπτος
G178,ἀκατάκριτος
G179,ἀκατάλυτος
G180,ἀκατάπαυστος
G181,ἀκαταστασία
G182,ἀκατάστατος
G183,ἀκατάσχετος
G184,Ἀκελδαμά
G185,ἀκέραιος
G186,ἀκλινής
G187,ἀκμάζω
G188,ἀκμήν
G189,ἀκοή
G190,ἀκολουθέω
G191,ἀκούω
G192,ἀκρασία
G193,ἀκράτης
G194,ἄκρατος
G195,ἀκρίβεια
G196,ἀκριβέστατος
G197,ἀκριβέστερον
G198,ἀκριβόω
G199,ἀκριβώς
G200,ἀκρίς
G201,ἀκροατήριον
G202,ἀκροατής
G203,ἀκροβυστία
G204,ἀκρογωνιαῖος
G205,ἀκροθίνιον
G206,ἄκρον
G207,Ἀκύλας
G208,ἀκυρόω
G209,ἀκωλύτως
G210,ἄκων
G211,ἀλάβαστρον
G212,ἀλαζονεία
G213,ἀλαζών
G214,ἀλαλάζω
G215,ἀλάλητος
G216,ἄλαλος
G217,ἅλας
G218,ἀλείφω
G219,ἀλεκτοροφωνία
G220,ἀλέκτωρ
G221,Ἀλεξανδρεύς
G222,Ἀλεξανδρίνος
G223,Ἀλέξανδρος
G224,ἄλευρον
G225,ἀλήθεια
G226,ἀληθεύω
G227,ἀληθής
G228,ἀληθινός
G229,ἀλήθω
G230,ἀληθῶς
G231,ἁλιεύς
G232,ἁλιεύω
G233,ἁλίζω
G234,ἀλίσγεμα
G235,ἀλλά
G236,ἀλλάσσω
G237,ἀλλαχόθεν
G238,ἀλληγορέω
G239,ἀλληλούϊα
G240,ἀλλήλων
G241,ἀλλογενής
G242,ἅλλομαι
G243,ἄλλος
G244,ἀλλοτριεπίσκοπος
G245,ἀλλότριος
G246,ἀλλόφυλος
G247,ἄλλως
G248,ἀλοάω
G249,ἄλογος
G250,ἀλοή
G251,ἅλς
G252,ἁλυκός
G253,ἀλυπότερος
G254,ἅλυσις
G255,ἀλυσιτελής
G256,Ἀλφαῖος
G257,ἅλων
G258,ἀλώπηξ
G259,ἅλωσις
G260,ἅμα
G261,ἀμαθής
G262,ἀμαράντινος
G263,ἀμάραντος
G264,ἀμαρτάνω
G265,ἀμάρτημα
G266,ἀμαρτία
G267,ἀμάρτυρος
G268,ἀμαρτωλός
G269,ἄμαχος
G270,ἀμάω
G271,ἀμέθυστος
G272,ἀμελέω
G273,ἄμεμπτος
G274,ἀμέμπτως
G275,ἀμέριμνος
G276,ἀμετάθετος
G277,ἀμετακίνητος
G278,ἀμεταμέλητος
G279,ἀμετανόητος
G280,ἄμετρος
G281,ἀμήν
G282,ἀμήτωρ
G283,ἀμίαντος
G284,Ἀμιναδάβ
G285,ἄμμος
G286,ἀμνός
G287,ἀμοιβή
G288,ἄμπελος
G289,ἀμπελουργός
G290,ἀμπελών
G291,Ἀμπλίας
G292,ἀμύνομαι
G293,ἀμφίβληστρον
G294,ἀμφιέννυμι
G295,Ἀμφίπολις
G296,ἄμφοδον
G297,ἀμφότερος
G298,ἀμώμητος
G299,ἄμωμος
G300,Ἀμών
G301,Ἀμώς
G302,ἄν
G303,ἀνά
G304,ἀναβαθμός
G305,ἀναβαίνω
G306,ἀναβάλλομαι
G307,ἀναβιβάζω
G308,ἀναβλέπω
G309,ἀνάβλεψις
G310,ἀναβοάω
G311,ἀναβολή
G312,ἀναγγέλλω
G313,ἀναγεννάω
G314,ἀναγινώσκω
G315,ἀναγκάζω
G316,ἀναγκαῖος
G317,ἀναγκαστῶς
G318,ἀνάγκη
G319,ἀναγνωρίζομαι
G320,ἀνάγνωσις
G321,ἀνάγω
G322,ἀναδείκνυμι
G323,ἀνάδειξις
G324,ἀναδέχομαι
G325,ἀναδίδωμι
G326,ἀναζάω
G327,ἀναζητέω
G328,ἀναζώννυμι
G329,ἀναζωπυρέω
G330,ἀναθάλλω
G331,ἀνάθεμα
G332,ἀναθεματίζω
G333,ἀναθεωρέω
G334,ἀνάθημα
G335,ἀναίδεια
G336,ἀναίρεσις
G337,ἀναιρέω
G338,ἀναίτιος
G339,ἀνακαθίζω
G340,ἀνακαινίζω
G341,ἀνακαινόω
G342,ἀνακαίνωσις
G343,ἀνακαλύπτω
G344,ἀνακάμπτω
G345,ἀνακεῖμαι
G346,ἀνακεφαλαίομαι
G347,ἀνακλίνω
G348,ἀνακόπτω
G349,ἀνακράζω
G350,ἀνακρίνω
G351,ἀνάκρισις
G352,ἀνακύπτω
G353,ἀναλαμβάνω
G354,ἀνάληψις
G355,ἀναλίσκω
G356,ἀναλογία
G357,ἀναλογίζομαι
G358,ἄναλος
G359,ἀνάλυσις
G360,ἀναλύω
G361,ἀναμάρτητος
G362,ἀναμένω
G363,ἀναμιμνήσκω
G364,ἀνάμνησις
G365,ἀνανεόω
G366,ἀνανήφω
G367,Ἀνανίας
G368,ἀναντίρῥητος
G369,ἀναντιρῥήτως
G370,ἀνάξιος
G371,ἀναξίως
G372,ἀνάπαυσις
G373,ἀναπαύω
G374,ἀναπείθω
G375,ἀναπέμπω
G376,ἀνάπηρος
G377,ἀναπίπτω
G378,ἀναπληρόω
G379,ἀναπολόγητος
G380,ἀναπτύσσω
G381,ἀνάπτω
G382,ἀναρίθμητος
G383,ἀνασείω
G384,ἀνασκευάζω
G385,ἀνασπάω
G386,ἀνάστασις
G387,ἀναστατόω
G388,ἀνασταυρόω
G389,ἀναστενάζω
G390,ἀναστρέφω
G391,ἀναστροφή
G392,ἀνατάσσομαι
G393,ἀνατέλλω
G394,ἀνατίθεμαι
G395,ἀνατολή
G396,ἀνατρέπω
G397,ἀνατρέφω
G398,ἀναφαίνω
G399,ἀναφέρω
G400,ἀναφωνέω
G401,ἀνάχυσις
G402,ἀναχωρέω
G403,ἀνάψυξις
G404,ἀναψύχω
G405,ἀνδραποδιστής
G406,Ἀνδρέας
G407,ἀνδρίζομαι
G408,Ἀνδρόνικος
G409,ἀνδροφόνος
G410,ἀνέγκλητος
G411,ἀνεκδιήγητος
G412,ἀνεκλάλητος
G413,ἀνέκλειπτος
G414,ἀνεκτότερος
G415,ἀνελεήμων
G416,ἀνεμίζω
G417,ἄνεμος
G418,ἀνένδεκτος
G419,ἀνεξερεύνητος
G420,ἀνεξίκακος
G421,ἀνεξιχνίαστος
G422,ἀνεπαίσχυντος
G423,ἀνεπίληπτος
G424,ἀνέρχομαι
G425,ἄνεσις
G426,ἀνετάζω
G427,ἄνευ
G428,ἀνεύθετος
G429,ἀνευρίσκω
G430,ἀνέχομαι
G431,ἀνεψιός
G432,ἄνηθον
G433,ἀνήκω
G434,ἀνήμερος
G435,ἀνήρ
G436,ἀνθίστημι
G437,ἀνθομολογέομαι
G438,ἄνθος
G439,ἀνθρακιά
G440,ἄνθραξ
G441,ἀνθρωπάρεσκος
G442,ἀνθρώπινος
G443,ἀνθρωποκτόνος
G444,ἄνθρωπος
G445,ἀνθυπατεύω
G446,ἀνθύπατος
G447,ἀνίημι
G448,ἀνίλεως
G449,ἄνιπτος
G450,ἀνίστημι
G451,Ἄννα
G452,Ἄννας
G453,ἀνόητος
G454,ἄνοια
G455,ἀνοίγω
G456,ἀνοικοδομέω
G457,ἄνοιξις
G458,ἀνομία
G459,ἄνομος
G460,ἀνόμως
G461,ἀνορθόω
G462,ἀνόσιος
G463,ἀνοχή
G464,ἀνταγωνίζομαι
G465,ἀντάλλαγμα
G466,ἀνταναπληρόω
G467,ἀνταποδίδωμι
G468,ἀνταπόδομα
G469,ἀνταπόδοσις
G470,ἀνταποκρίνομαι
G471,ἀντέπω
G472,ἀντέχομαι
G473,ἀντί
G474,ἀντιβάλλω
G475,ἀντιδιατίθεμαι
G476,ἀντίδικος
G477,ἀντίθεσις
G478,ἀντικαθίστημι
G479,ἀντικαλέω
G480,ἀντίκειμαι
G481,ἀντικρύ
G482,ἀντιλαμβάνομαι
G483,ἀντιλέγω
G484,ἀντίληψις
G485,ἀντιλογία
G486,ἀντιλοιδορέω
G487,ἀντίλυτρον
G488,ἀντιμετρέω
G489,ἀντιμισθία
G490,Ἀντιόχεια
G491,Ἀντιοχεύς
G492,ἀντιπαρέρχομαι
G493,Ἀντίπας
G494,Ἀντιπατρίς
G495,ἀντιπέραν
G496,ἀντιπίπτω
G497,ἀντιστρατεύομαι
G498,ἀντιτάσσομαι
G499,ἀντίτυπον
G500,ἀντίχριστος
G501,ἀντλέω
G502,ἄντλημα
G503,ἀντοφθαλμέω
G504,ἄνυδρος
G505,ἀνυπόκριτος
G506,ἀνυπότακτος
G507,ἄνω
G508,ἀνώγεον
G509,ἄνωθεν
G510,ἀνωτερικός
G511,ἀνώτερος
G512,ἀνωφελής
G513,ἀξίνη
G514,ἄξιος
G515,ἀξιόω
G516,ἀξίως
G517,ἀόρατος
G518,ἀπαγγέλλω
G519,ἀπάγχομαι
G520,ἀπάγω
G521,ἀπαίδευτος
G522,ἀπαίρω
G523,ἀπαιτέω
G524,ἀπαλγέω
G525,ἀπαλλάσσω
G526,ἀπαλλοτριόω
G527,ἁπαλός
G528,ἀπαντάω
G529,ἀπάντησις
G530,ἅπαξ
G531,ἀπαράβατος
G532,ἀπαρασκεύαστος
G533,ἀπαρνέομαι
G534,ἀπάρτι
G535,ἀπαρτισμός
G536,ἀπαρχή
G537,ἅπας
G538,ἀπατάω
G539,ἀπάτη
G540,ἀπάτωρ
G541,ἀπαύγασμα
G542,ἀπείδω
G543,ἀπείθεια
G544,ἀπειθέω
G545,ἀπειθής
G546,ἀπειλέω
G547,ἀπειλή
G548,ἄπειμι
G549,ἄπειμι
G550,ἀπειπόμην
G551,ἀπείραστος
G552,ἄπειρος
G553,ἀπεκδέχομαι
G554,ἀπεκδύομαι
G555,ἀπέκδυσις
G556,ἀπελαύνω
G557,ἀπελεγμός
G558,ἀπελεύθερος
G559,Ἀπελλῆς
G560,ἀπελπίζω
G561,ἀπέναντι
G562,ἀπέραντος
G563,ἀπερισπάστως
G564,ἀπερίτμητος
G565,ἀπέρχομαι
G566,ἀπέχει
G567,ἀπέχομαι
G568,ἀπέχω
G569,ἀπιστέω
G570,ἀπιστία
G571,ἄπιστος
G572,ἁπλότης
G573,ἁπλοῦς
G574,ἁπλῶς
G575,ἀπό
G576,ἀποβαίνω
G577,ἀποβάλλω
G578,ἀποβλέπω
G579,ἀπόβλητος
G580,ἀποβολή
G581,ἀπογενόμενος
G582,ἀπογραφή
G583,ἀπογράφω
G584,ἀποδείκνυμι
G585,ἀπόδειξις
G586,ἀποδεκατόω
G587,ἀπόδεκτος
G588,ἀποδέχομαι
G589,ἀποδημέω
G590,ἀπόδημος
G591,ἀποδίδωμι
G592,ἀποδιορίζω
G593,ἀποδοκιμάζω
G594,ἀποδοχή
G595,ἀπόθεσις
G596,ἀποθήκη
G597,ἀποθησαυρίζω
G598,ἀποθλίβω
G599,ἀποθνήσκω
G600,ἀποκαθίστημι
G601,ἀποκαλύπτω
G602,ἀποκάλυψις
G603,ἀποκαραδοκία
G604,ἀποκαταλλάσσω
G605,ἀποκατάστασις
G606,ἀπόκειμαι
G607,ἀποκεφαλίζω
G608,ἀποκλείω
G609,ἀποκόπτω
G610,ἀπόκριμα
G611,ἀποκρίνομαι
G612,ἀπόκρισις
G613,ἀποκρύπτω
G614,ἀπόκρυφος
G615,ἀποκτείνω
G616,ἀποκυέω
G617,ἀποκυλίω
G618,ἀπολαμβάνω
G619,ἀπόλαυσις
G620,ἀπολείπω
G621,ἀπολείχω
G622,ἀπόλλυμι
G623,Ἀπολλύων
G624,Ἀπολλωνία
G625,Ἀπολλώς
G626,ἀπολογέομαι
G627,ἀπολογία
G628,ἀπολούω
G629,ἀπολύτρωσις
G630,ἀπολύω
G631,ἀπομάσσομαι
G632,ἀπονέμω
G633,ἀπονίπτω
G634,ἀποπίπτω
G635,ἀποπλανάω
G636,ἀποπλέω
G637,ἀποπλύνω
G638,ἀποπνίγω
G639,ἀπορέω
G640,ἀπορία
G641,ἀπορῥίπτω
G642,ἀπορφανίζω
G643,ἀποσκευάζω
G644,ἀποσκίασμα
G645,ἀποσπάω
G646,ἀποστασία
G647,ἀποστάσιον
G648,ἀποστεγάζω
G649,ἀποστέλλω
G650,ἀποστερέω
G651,ἀποστολή
G652,ἀπόστολος
G653,ἀποστοματίζω
G654,ἀποστρέφω
G655,ἀποστυγέω
G656,ἀποσυνάγωγος
G657,ἀποτάσσομαι
G658,ἀποτελέω
G659,ἀποτίθημι
G660,ἀποτινάσσω
G661,ἀποτίνω
G662,ἀποτολμάω
G663,ἀποτομία
G664,ἀποτόμως
G665,ἀποτρέπω
G666,ἀπουσία
G667,ἀποφέρω
G668,ἀποφεύγω
G669,ἀποφθέγγομαι
G670,ἀποφορτίζομαι
G671,ἀπόχρησις
G672,ἀποχωρέω
G673,ἀποχωρίζω
G674,ἀποψύχω
G675,Ἄππιος
G676,ἀπρόσιτος
G677,ἀπρόσκοπος
G678,ἀπροσωπόληπτως
G679,ἄπταιστος
G680,ἅπτομαι
G681,ἅπτω
G682,Ἀπφία
G683,ἀπωθέομαι
G684,ἀπώλεια
G685,ἀρά
G686,ἄρα
G687,ἆρα
G688,Ἀραβία
G689,Ἀράμ
G690,Ἄραψ
G691,ἀργέω
G692,ἀργός
G693,ἀργύρεος
G694,ἀργύριον
G695,ἀργυροκόπος
G696,ἄργυρος
G697,Ἄρειος Πάγος
G698,Ἀρεοπαγίτης
G699,ἀρέσκεια
G700,ἀρέσκω
G701,ἀρεστός
G702,Ἀρέτας
G703,ἀρετή
G704,ἀρήν
G705,ἀριθμέω
G706,ἀριθμός
G707,Ἀριμαθαία
G708,Ἀρίσταρχος
G709,ἀριστάω
G710,ἀριστερός
G711,Ἀριστόβουλος
G712,ἄριστον
G713,ἀρκετός
G714,ἀρκέω
G715,ἄρκτος
G716,ἅρμα
G717,Ἀρμαγεδδών
G718,ἁρμόζω
G719,ἁρμός
G720,ἀρνέομαι
G721,ἀρνίον
G722,ἀροτριόω
G723,ἄροτρον
G724,ἁρπαγή
G725,ἁρπαγμός
G726,ἁρπάζω
G727,ἅρπαξ
G728,ἀρῥαβών
G729,ἄρῥαφος
G730,ἄρῥην
G731,ἄρῥητος
G732,ἄρῥωστος
G733,ἀρσενοκοίτης
G734,Ἀρτεμάς
G735,Ἄρτεμις
G736,ἀρτέμων
G737,ἄρτι
G738,ἀρτιγέννητος
G739,ἄρτιος
G740,ἄρτος
G741,ἀρτύω
G742,Ἀρφαξάδ
G743,ἀρχάγγελος
G744,ἀρχαῖος
G745,Ἀρχέλαος
G746,ἀρχή
G747,ἀρχηγός
G748,ἀρχιερατικός
G749,ἀρχιερεύς
G750,ἀρχιποίμην
G751,Ἄρχιππος
G752,ἀρχισυνάγωγος
G753,ἀρχιτέκτων
G754,ἀρχιτελώνης
G755,ἀρχιτρίκλινος
G756,ἄρχομαι
G757,ἄρχω
G758,ἄρχων
G759,ἄρωμα
G760,Ἀσά
G761,ἀσάλευτος
G762,ἄσβεστος
G763,ἀσέβεια
G764,ἀσεβέω
G765,ἀσεβής
G766,ἀσέλγεια
G767,ἄσημος
G768,Ἀσήρ
G769,ἀσθένεια
G770,ἀσθενέω
G771,ἀσθένημα
G772,ἀσθενής
G773,Ἀσία
G774,Ἀσιανός
G775,Ἀσιάρχης
G776,ἀσιτία
G777,ἄσιτος
G778,ἀσκέω
G779,ἀσκός
G780,ἀσμένως
G781,ἄσοφος
G782,ἀσπάζομαι
G783,ἀσπασμός
G784,ἄσπιλος
G785,ἀσπίς
G786,ἄσπονδος
G787,ἀσσάριον
G788,ἆσσον
G789,Ἄσσος
G790,ἀστατέω
G791,ἀστεῖος
G792,ἀστήρ
G793,ἀστήρικτος
G794,ἄστοργος
G795,ἀστοχέω
G796,ἀστραπή
G797,ἀστράπτω
G798,ἄστρον
G799,Ἀσύγκριτος
G800,ἀσύμφωνος
G801,ἀσύνετος
G802,ἀσύνθετος
G803,ἀσφάλεια
G804,ἀσφαλής
G805,ἀσφαλίζω
G806,ἀσφαλῶς
G807,ἀσχημονέω
G808,ἀσχημοσύνη
G809,ἀσχήμων
G810,ἀσωτία
G811,ἀσώτως
G812,ἀτακτέω
G813,ἄτακτος
G814,ἀτάκτως
G815,ἄτεκνος
G816,ἀτενίζω
G817,ἄτερ
G818,ἀτιμάζω
G819,ἀτιμία
G820,ἄτιμος
G821,ατιμόω
G822,ἀτμίς
G823,ἄτομος
G824,ἄτοπος
G825,Ἀττάλεια
G826,αὐγάζω
G827,αὐγή
G828,Αὔγουστος
G829,αὐθάδης
G830,αὐθαίρετος
G831,αὐθεντέω
G832,αὐλέω
G833,αὐλή
G834,αὐλητής
G835,αὐλίζομαι
G836,αὐλός
G837,αὐξάνω
G838,αὔξησις
G839,αὔριον
G840,αὐστηρός
G841,αὐτάρκεια
G842,αὐτάρκης
G843,αὐτοκατάκριτος
G844,αὐτόματος
G845,αὐτόπτης
G846,αὐτός
G847,αὐτοῦ
G848,αὑτοῦ
G849,αὐτόχειρ
G850,αὐχμηρός
G851,ἀφαιρέω
G852,ἀφανής
G853,ἀφανίζω
G854,ἀφανισμός
G855,ἄφαντος
G856,ἀφεδρών
G857,ἀφειδία
G858,ἀφελότης
G859,ἄφεσις
G860,ἁφή
G861,ἀφθαρσία
G862,ἄφθαρτος
G863,ἀφίημι
G864,ἀφικνέομαι
G865,ἀφιλάγαθος
G866,ἀφιλάργυρος
G867,ἄφιξις
G868,ἀφίστημι
G869,ἄφνω
G870,ἀφόβως
G871,ἀφομοιόω
G872,ἀφοράω
G873,ἀφορίζω
G874,ἀφορμή
G875,ἀφρίζω
G876,ἀφρός
G877,ἀφροσύνη
G878,ἄφρων
G879,ἀφυπνόω
G880,ἄφωνος
G881,Ἀχάζ
G882,Ἀχαΐα
G883,Ἀχαϊκός
G884,ἀχάριστος
G885,Ἀχείμ
G886,ἀχειροποίητος
G887,ἀχλύς
G888,ἀχρεῖος
G889,αχρειόω
G890,ἄχρηστος
G891,ἄχρι
G892,ἄχυρον
G893,ἀψευδής
G894,ἄψινθος
G895,ἄψυχος
G896,Βάαλ
G897,Βαβυλών
G898,βαθμός
G899,βάθος
G900,βαθύνω
G901,βαθύς
